Tcs, Main , Midblock_Route , Side_1_Route , Side_2_Route ,Activation_Date,Latitude,Longitude,Count_Date,eight_Peak_Hr_Vehicle_Volume,eight_Peak_Hr_Pedestrian_Volume
239, LAKE SHORE BLVD W ,, THIRTIETH ST ,,01/31/1958,43.5953296,-79.5296733,02-18-2014,11260,638
240, LAKE SHORE BLVD W ,, LONG BRANCH AVE , PRIVATE ACCESS ,01/31/1958,43.5943391,-79.533932,04-25-2016,11202,786
241, LAKE SHORE BLVD W ,, THIRTY SEVENTH ST , PRIVATE ACCESS ,01/31/1958,43.593382,-79.538092,11-12-2015,13675,1763
242, LAKE SHORE BLVD W ,, BROWNS LINE ,,02/23/1960,43.59235474,-79.54258472,06-11-2016,12072,987
243, LAKE SHORE BLVD W , 127m EAST OF , BROW DR , PRIVATE ACCESS ,01/31/1958,43.59168648,-79.54382122,11-12-2015,10946,280
244, PARLIAMENT ST ,, FRONT ST E ,,11/17/1948,43.6515514,-79.362731,11-08-2011,14319,1680
245, KING ST E ,, PARLIAMENT ST ,,11/17/1948,43.6527207,-79.363216,08-13-2013,10781,2650
246, QUEEN ST E ,, PARLIAMENT ST ,,08/15/1982,43.6556093,-79.364434,07-28-2009,10563,4769
247, PARLIAMENT ST ,, SHUTER ST ,,05/11/1953,43.6569464,-79.364973,07-29-2009,8907,2584
248, DUNDAS ST E ,, PARLIAMENT ST ,,04/07/1939,43.6594438,-79.365987,04-18-2015,11666,6698
249, PARLIAMENT ST ,, GERRARD ST E ,,11/17/1948,43.6619557,-79.367007,05-26-2011,13840,4702
250, PARLIAMENT ST ,, CARLTON ST ,,10/22/1948,43.6642686,-79.367958,01-21-2017,8226,7385
251, PARLIAMENT ST ,, WELLESLEY ST E ,,06/09/1950,43.668161,-79.369537,08-10-2013,12878,4674
252, BLOOR ST E ,, PARLIAMENT ST ,,03/01/1951,43.672016,-79.370764,04-22-2017,17264,481
253, SHERBOURNE ST ,, FRONT ST E ,,11/18/1948,43.650382,-79.367892,08-05-2009,13597,4256
254, KING ST E ,, SHERBOURNE ST ,,11/22/1948,43.6512817,-79.368252,08-10-2010,10293,4473
255, SHERBOURNE ST ,, ADELAIDE ST E ,,03/21/1962,43.6521492,-79.368634,12-02-2015,11996,5275
256, SHERBOURNE ST ,, RICHMOND ST E ,,03/16/1962,43.6533796,-79.369114,12-02-2015,14364,5606
257, QUEEN ST E ,, SHERBOURNE ST ,,09/17/1928,43.6545313,-79.36944,07-12-2012,11522,4268
258, DUNDAS ST E ,, SHERBOURNE ST ,,12/21/1927,43.6583038,-79.371,04-13-2015,11697,5541
259, SHERBOURNE ST ,, GERRARD ST E ,,10/20/1948,43.661228,-79.372218,11-19-2009,15254,2040
260, SHERBOURNE ST ,, CARLTON ST ,,07/13/1941,43.6631965,-79.373038,01-21-2017,8143,4328
261, SHERBOURNE ST ,, WELLESLEY ST E ,,10/19/1948,43.6670664,-79.374656,09-04-2012,13302,4262
262, BLOOR ST E ,, SHERBOURNE ST , SHERBOURNE ST N ,09/08/1928,43.6723174,-79.376838,04-22-2017,15339,6308
263, FRONT ST W ,, SIMCOE ST , LOWER SIMCOE ST ,05/13/1960,43.6447547,-79.384981,06-16-2015,11290,31351
264, SIMCOE ST ,, WELLINGTON ST W ,,05/13/1960,43.6460929,-79.385564,02-02-2017,9034,17868
265, DUNDAS ST W ,, MC CAUL ST ,,02/12/1952,43.654313,-79.391437,04-13-2015,10100,11071
266, DUNDAS ST W ,, BEVERLEY ST ,,09/30/1948,43.6538104,-79.393832,03-28-2013,11610,4911
267, RICHMOND ST W ,, DUNCAN ST ,,12/14/1965,43.6495146,-79.389134,07-11-2012,8831,5417
268, RICHMOND ST W ,, PETER ST ,,12/14/1965,43.6484258,-79.393259,08-18-2015,9004,7477
269, RICHMOND ST W ,, JOHN ST ,,11/26/1963,43.6491527,-79.390765,06-13-2017,8435,14291
270, ADELAIDE ST W ,, PETER ST ,,12/11/1963,43.6473011,-79.392799,08-18-2015,10387,9463
271, BLOOR ST W ,, ST GEORGE ST ,,07/31/1928,43.6675098,-79.399815,01-11-2018,12249,20185
272, SPADINA AVE ,, FRONT ST W ,,12/29/1943,43.6427079,-79.393895,09-17-2016,19268,4619
273, SPADINA AVE ,, KING ST W ,,06/14/1928,43.6454505,-79.395002,09-17-2016,17090,14705
274, SPADINA AVE ,, ADELAIDE ST W ,,12/06/1941,43.6467218,-79.395533,09-17-2016,16256,7818
275, SPADINA AVE ,, RICHMOND ST W ,,12/14/1961,43.6479018,-79.396023,09-17-2016,14558,9693
276, SPADINA AVE ,, QUEEN ST W ,,06/15/1927,43.6487315,-79.396364,09-17-2016,15709,19460
277, SPADINA AVE ,, DUNDAS ST W ,,09/09/1929,43.6529371,-79.398015,04-11-2015,11107,26960
278, SPADINA AVE ,, NASSAU ST ,,05/31/1952,43.655859,-79.399205,08-22-2012,6586,7440
279, SPADINA AVE ,, COLLEGE ST ,,06/28/1928,43.6579399,-79.400059,01-14-2017,14353,10810
280, SPADINA AVE ,, HARBORD ST ,,03/12/1948,43.6630646,-79.402104,02-07-2012,17579,7679
281, BLOOR ST W ,, SPADINA AVE , SPADINA RD ,07/23/1928,43.6666551,-79.403803,01-24-2018,16003,16470
282, BAYVIEW AVE ,, ROSEDALE VALLEY RD ,,09/27/1961,43.6702347,-79.360193,10-07-2013,17633,3
283, DUNDAS ST E ,, COXWELL AVE ,,08/28/1953,43.6686596,-79.3175222,04-13-2015,11544,1007
284, DUNDAS ST E ,, WOODFIELD RD ,,05/30/1955,43.6678271,-79.322316,04-02-2015,8142,834
285, DUNDAS ST E ,, GREENWOOD AVE ,,06/22/1954,43.6675767,-79.326601,04-13-2015,11219,1168
286, DUNDAS ST E ,, LESLIE ST ,,01/02/1956,43.6667337,-79.331711,04-22-2013,7585,992
287, DUNDAS ST E ,, JONES AVE ,,08/23/1954,43.6661633,-79.334282,04-02-2015,12020,1377
288, DUNDAS ST E ,, PAPE AVE ,,05/30/1955,43.665391,-79.339234,04-02-2015,10320,1072
289, DUNDAS ST E ,, CARLAW AVE ,,01/17/1955,43.6648245,-79.341597,04-13-2015,13161,1241
290, DUNDAS ST E ,, LOGAN AVE ,,10/26/1955,43.663931,-79.343869,04-07-2015,9975,821
291, DUNDAS ST E ,, BOULTON AVE ,,08/26/1958,43.6631849,-79.348202,04-02-2015,9276,1155
292, BROADVIEW AVE ,, DUNDAS ST E ,,10/14/1948,43.6624456,-79.351357,04-13-2015,11422,2259
293, DUNDAS ST E ,, RIVER ST ,,03/13/1953,43.6611902,-79.358131,04-14-2015,14073,1407
294, DANFORTH AVE ,, BROADVIEW AVE ,,07/16/1928,43.6761964,-79.358828,11-29-2017,19400,12023
295, BLOOR ST E ,, CASTLE FRANK RD , PRIVATE ACCESS ,12/12/1952,43.6738355,-79.36812,04-22-2017,16611,1040
296, BATHURST ST ,, QUEEN ST W ,,06/15/1928,43.6471973,-79.403991,09-17-2016,14588,10895
297, BATHURST ST ,, FRONT ST W ,,10/27/1950,43.640732,-79.401378,09-17-2016,12726,830
298, BATHURST ST ,, RICHMOND ST W ,,03/10/1961,43.646453,-79.403717,08-18-2015,11748,3918
299, LAKE SHORE BLVD W ,, FLEET ST , BASTION ST ,02/07/1957,43.6357092,-79.403524,05-26-2011,20230,132
300, COLLEGE ST ,, BATHURST ST ,,01/31/1928,43.656469,-79.407705,04-11-2015,14329,8776
301, EASTERN AVE ,, COXWELL AVE ,,12/14/1955,43.6655045,-79.316201,05-09-2016,12217,533
302, EASTERN AVE ,, LESLIE ST ,,06/29/1950,43.6615598,-79.329482,06-11-2016,12068,1535
303, BATHURST ST ,, HARBORD ST ,,03/09/1929,43.6615152,-79.409748,04-18-2015,15337,3012
304, BATHURST ST ,, BARTON AVE ,,12/13/1957,43.6681481,-79.412374,06-10-2014,19364,2617
305, BATHURST ST ,, DUPONT ST ,,03/06/1939,43.67314,-79.414344,04-11-2015,20173,1975
306, BATHURST ST ,, NINA ST ,,05/10/1949,43.6798123,-79.41699,04-01-2015,17065,840
307, BATHURST ST ,, LONSDALE RD , CLAXTON BLVD ,01/01/1955,43.687185,-79.419939,04-07-2015,17157,508
308, BATHURST ST ,, BURTON RD , STRATHEARN RD ,04/03/1960,43.6919174,-79.421873,04-01-2015,19676,345
309, BATHURST ST ,, ROSELAWN AVE , ELM RIDGE DR ,01/01/1967,43.7052047,-79.426346,10-22-2012,17781,782
310, BATHURST ST ,, BRIAR HILL AVE ,,01/01/1967,43.7079008,-79.427022,04-01-2015,20567,572
311, BATHURST ST ,, VIEWMOUNT AVE ,,06/09/1962,43.710496,-79.427686,03-31-2015,18617,924
312, BATHURST ST ,, GLENCAIRN AVE ,,01/10/1956,43.7123271,-79.428131,04-11-2015,15498,1482
313, BATHURST ST ,, SHELBOURNE AVE ,,10/22/1962,43.7159806,-79.428973,03-31-2015,19333,1139
314, BATHURST ST ,, SARANAC BLVD ,,09/18/1961,43.7230833,-79.430627,03-31-2015,17368,687
315, BATHURST ST ,, PRINCE CHARLES DR , FAIRLAWN AVE ,01/31/1958,43.7249548,-79.431053,04-26-2012,17900,396
316, BATHURST ST ,, RANEE AVE ,,04/08/1970,43.7269581,-79.431513,04-11-2015,12621,666
317, BATHURST ST ,, NEPTUNE DR ,,01/31/1958,43.731534,-79.432603,02-26-2015,18391,991
318, BATHURST ST ,, JOICEY BLVD , MARQUETTE AVE ,01/01/1959,43.7339965,-79.433194,02-28-2018,19525,1340
319, SHERBOURNE ST ,, SHUTER ST ,,10/11/1953,43.6561711,-79.370091,07-21-2009,9862,3786
320, BATHURST ST ,, WILSON AVE ,,09/14/1956,43.7373609,-79.434006,03-28-2015,25136,6296
321, BLOOR ST W ,, BATHURST ST ,,04/07/1928,43.665132,-79.411205,01-10-2018,17508,12167
322, BLOOR ST W ,, CHRISTIE ST , GRACE ST ,11/14/1955,43.6634604,-79.418837,01-10-2018,9761,5757
323, BLOOR ST W ,, SHAW ST ,,12/09/1929,43.6625011,-79.4232537,01-10-2018,8690,2426
324, BLOOR ST W ,, DOVERCOURT RD ,,06/28/1928,43.661163,-79.4294309,05-05-2010,14725,2966
325, DUFFERIN ST ,, BLOOR ST W ,,09/09/1929,43.6598765,-79.435333,06-11-2016,20038,12277
326, BLOOR ST W ,, LANSDOWNE AVE ,,06/29/1928,43.6583465,-79.442714,05-18-2010,17274,3872
327, DUNDAS ST W ,, BLOOR ST W ,,03/07/1928,43.6563079,-79.452406,04-11-2015,19755,5303
328, BLOOR ST W ,, KEELE ST , PARKSIDE DR ,02/08/1928,43.6546856,-79.459966,01-12-2017,24538,3018
329, BLOOR ST W ,, HIGH PARK AVE , COLBORNE LODGE DR ,07/14/1941,43.6535154,-79.465232,01-12-2017,13028,1996
330, BLOOR ST W ,, CLENDENAN AVE ,,12/12/1952,43.6525024,-79.470007,01-12-2017,12170,1826
331, BLOOR ST W ,, RUNNYMEDE RD ,,08/31/1929,43.6511478,-79.476227,01-12-2017,14213,11632
332, BLOOR ST W ,, WINDERMERE AVE ,,09/14/1952,43.6502634,-79.4804017,01-19-2017,13640,5135
333, BLOOR ST W ,, JANE ST ,,09/12/1948,43.6493312,-79.484452,01-12-2017,17570,3485
334, BLOOR ST W ,, SOUTH KINGSWAY ,,01/01/1967,43.648304,-79.485695,02-22-2017,18595,1640
335, BLOOR ST W ,, OLD MILL TRL ,,01/31/1958,43.6496427,-79.495413,01-12-2017,15806,496
336, BLOOR ST W ,, THE KINGSWAY , OLD MILL RD ,03/08/1961,43.6500629,-79.499278,01-12-2017,13797,213
337, BLOOR ST W ,, PRINCE EDWARD DR N , PRINCE EDWARD DR S ,01/31/1958,43.6486665,-79.505433,05-18-2010,21167,1187
338, BLOOR ST W ,, ROYAL YORK RD ,,12/12/1958,43.6473438,-79.511352,10-06-2014,23173,3056
339, BLOOR ST W ,, ISLINGTON AVE ,,01/01/1958,43.6446586,-79.523399,05-03-2014,25266,1833
340, BLOOR ST W , 47m EAST OF , JACKSON AVE ,,01/31/1958,43.6480289,-79.508356,05-11-2011,13796,722
341, BLOOR ST W ,, OSSINGTON AVE ,,06/15/1928,43.6619709,-79.4256122,01-10-2018,15518,8063
342, DANFORTH AVE ,, CHESTER AVE ,,01/06/1976,43.6775446,-79.351941,05-12-2015,10312,4132
343, DANFORTH AVE ,, LOGAN AVE ,,07/14/1928,43.6779704,-79.349668,05-12-2015,11526,6884
344, DANFORTH AVE ,, CARLAW AVE ,,02/01/1952,43.6784175,-79.347315,03-17-2014,10706,3431
345, DANFORTH AVE ,, PAPE AVE ,,07/13/1928,43.6789035,-79.344862,04-22-2017,18115,14052
346, DANFORTH AVE ,, JONES AVE ,,03/19/1945,43.6798433,-79.340118,05-12-2015,13163,2832
347, DANFORTH AVE ,, DONLANDS AVE ,,08/19/1953,43.6804049,-79.33727,05-07-2015,13674,4429
348, DANFORTH AVE ,, GREENWOOD AVE ,,12/07/1928,43.6814824,-79.33234,05-07-2015,15446,3536
349, DANFORTH AVE ,, COXWELL AVE ,,11/07/1928,43.6833979,-79.323565,05-07-2015,19534,7267
350, DANFORTH AVE ,, GLEBEMOUNT AVE ,,05/16/1957,43.6846558,-79.317708,04-22-2014,11852,1152
351, DANFORTH AVE ,, WOODBINE AVE ,,10/07/1928,43.6856712,-79.312749,01-17-2018,19125,5227
352, DANFORTH AVE ,, GLEDHILL AVE , PATRICIA DR ,01/27/1953,43.6866856,-79.308555,05-07-2015,12852,1663
353, MAIN ST ,, DANFORTH AVE ,,05/07/1928,43.6881587,-79.301805,05-09-2015,15646,7102
354, DANFORTH AVE ,, DAWES RD ,,09/12/1948,43.6893408,-79.296806,01-07-2014,13932,1414
355, DANFORTH AVE ,, VICTORIA PARK AVE ,,01/31/1958,43.6912366,-79.288311,05-09-2015,21459,5470
356, DANFORTH AVE ,, PHARMACY AVE ,,01/11/1956,43.6923208,-79.283369,03-18-2014,16757,831
357, DANFORTH AVE ,, DANFORTH RD ,,01/03/1965,43.6936851,-79.277105,06-06-2016,13682,113
358, DANFORTH AVE ,, WARDEN AVE ,,01/01/1957,43.6943678,-79.273638,05-06-2015,16187,488
359, DANFORTH AVE ,, BIRCHMOUNT RD ,,01/31/1958,43.6969868,-79.26399,05-09-2015,10152,230
360, CLONMORE DR ,, HOLLIS AVE , WARDEN AVE ,01/31/1958,43.6928657,-79.273039,11-25-2009,11986,138
361, GERRARD ST E ,, VICTORIA PARK AVE ,,01/04/1953,43.6869115,-79.28656,08-28-2013,18821,1343
362, GERRARD ST E ,, MALVERN AVE ,,04/20/1960,43.6851543,-79.294787,04-24-2012,11353,300
363, GERRARD ST E ,, MAIN ST ,,12/20/1948,43.68397,-79.300173,05-07-2014,16181,1627
364, GERRARD ST E ,, GLENMOUNT PARK RD ,,07/07/1988,43.6826695,-79.306033,08-31-2017,8606,348
365, GERRARD ST E ,, WOODBINE AVE ,,03/01/1948,43.6808578,-79.31078,06-27-2017,16958,1499
366, GERRARD ST E ,, BOWMORE RD ,,04/08/1958,43.6780781,-79.315011,01-04-2010,5543,513
367, COXWELL AVE ,, FAIRFORD AVE , GERRARD ST E ,06/22/1959,43.6753292,-79.320299,05-09-2016,10215,1892
368, COXWELL AVE ,, GERRARD ST E , EASTWOOD RD ,02/23/1942,43.6728936,-79.319285,05-09-2016,10418,5069
369, GERRARD ST E ,, GREENWOOD AVE ,,10/15/1948,43.6709147,-79.327997,01-20-2010,12563,2050
370, GERRARD ST E ,, JONES AVE ,,01/30/1952,43.6692181,-79.335596,01-21-2010,11491,2189
371, GERRARD ST E ,, PAPE AVE ,,07/09/1929,43.6681306,-79.340405,01-02-2018,9482,2677
372, GERRARD ST E ,, CARLAW AVE ,,06/10/1948,43.6676233,-79.342753,10-01-2012,14270,3177
373, GERRARD ST E ,, LOGAN AVE ,,05/05/1952,43.6670975,-79.345175,07-30-2015,9363,2688
374, BROADVIEW AVE ,, GERRARD ST E ,,08/15/1928,43.6654793,-79.352604,03-12-2012,10982,5053
375, DANFORTH RD ,, KENNEDY RD ,,11/02/1964,43.7147913,-79.260862,06-11-2016,9900,91
376, DANFORTH RD ,, MACK AVE ,,03/02/1965,43.7001729,-79.27272,06-08-2015,8898,164
377, DANFORTH RD ,, MIDLAND AVE ,,03/19/1962,43.724859,-79.253982,06-11-2016,12456,839
378, DANFORTH RD ,, BRIMLEY RD ,,09/20/1960,43.7351797,-79.247409,06-11-2016,15225,560
379, EGLINTON AVE E ,, DANFORTH RD ,,01/01/1960,43.7370963,-79.246256,06-11-2016,22844,1340
380, LAWRENCE AVE E ,, MCCOWAN RD ,,02/11/1960,43.7555379,-79.245446,05-02-2015,28053,2239
381, DAVENPORT RD ,, BEDFORD RD ,,10/25/1960,43.6744621,-79.399843,07-29-2010,17560,1271
382, DAVENPORT RD ,, DUPONT ST ,,08/19/1929,43.6757919,-79.402557,06-11-2016,15220,1769
383, DAVENPORT RD ,, KENDAL AVE , WALMER RD ,11/19/1948,43.6768327,-79.410337,04-30-2012,19157,1078
384, BATHURST ST ,, DAVENPORT RD ,,08/28/1929,43.6766969,-79.415765,04-11-2015,20361,657
385, DAVENPORT RD ,, CHRISTIE ST ,,10/16/1929,43.6755775,-79.423041,08-03-2011,12464,866
386, DAVENPORT RD ,, OSSINGTON AVE ,,11/19/1948,43.6746958,-79.430924,03-14-2016,12077,431
387, DAVENPORT RD ,, OAKWOOD AVE ,,06/06/1960,43.6743951,-79.433746,09-22-2011,15267,974
388, DUFFERIN ST ,, DAVENPORT RD ,,09/23/1943,43.6729838,-79.440961,06-11-2016,19252,1293
389, DAVENPORT RD ,, LANSDOWNE AVE ,,10/19/1948,43.6715588,-79.448265,08-08-2011,13178,1151
390, DAVENPORT RD ,, CALEDONIA PARK RD ,,09/22/1960,43.6710835,-79.451069,05-04-2011,13876,159
391, OLD WESTON RD ,, DAVENPORT RD ,,12/06/1959,43.6710913,-79.462297,04-23-2015,8478,144
392, ST CLAIR AVE E ,, DANFORTH RD ,,10/24/1961,43.7168627,-79.259873,04-22-2017,20237,420
393, WESTON RD ,, TORYORK DR , PRIVATE ACCESS ,12/20/1978,43.753277,-79.5426913,06-08-2009,14923,695
394, ROGERS RD ,, KEELE ST ,,01/31/1958,43.6821633,-79.471576,04-16-2016,16248,3586
395, WESTON RD ,, ROGERS RD , PRIVATE ACCESS ,01/31/1958,43.681591,-79.476745,11-15-2012,24380,2705
396, AVENUE RD ,, 401 C W AVENUE RD RAMP ,,10/22/1964,43.74320445,-79.42415446,11-08-2011,13653,75
397, LAWRENCE AVE E ,, SCARBOROUGH GOLF CLUB RD ,,06/22/1966,43.761852,-79.215817,07-30-2008,18423,800
398, LAWRENCE AVE E ,, BURNVIEW CRES , PRIVATE ACCESS ,05/19/1966,43.7566548,-79.240202,03-07-2011,17430,849
399, LAWRENCE AVE W ,, BENTON RD ,,02/22/1966,43.7103002,-79.471898,08-02-2011,19469,938
400, LESLIE ST ,, LAWRENCE AVE E ,,11/15/1958,43.734534,-79.355951,05-03-2014,28979,352
401, LAWRENCE AVE E ,, THE DONWAY W ,,11/15/1958,43.7364907,-79.346527,02-28-2013,21144,1538
402, LAWRENCE AVE E ,, DON MILLS RD ,,01/31/1958,43.7371593,-79.343417,02-17-2009,30555,2471
403, LAWRENCE AVE E ,, THE DONWAY E ,,08/28/1961,43.7376884,-79.340967,07-06-2010,22686,1260
404, LAWRENCE AVE E ,, UNDERHILL DR , RAILSIDE RD ,12/11/1963,43.7407851,-79.324654,10-26-2009,28290,775
405, DANFORTH AVE , 485m EAST OF , BIRCHMOUNT RD , PRIVATE ACCESS ,01/13/1965,43.69906172,-79.25860047,10-26-2009,8736,140
406, LAWRENCE AVE E ,, CURLEW DR , RAILSIDE RD ,05/07/1962,43.7411824,-79.319245,11-24-2009,27922,1144
407, LAWRENCE AVE E ,, VICTORIA PARK AVE ,,08/04/1960,43.7421116,-79.309773,10-06-2016,39515,4699
408, LAWRENCE AVE E ,, PHARMACY AVE ,,11/18/1958,43.74322,-79.304627,02-06-2018,46260,1965
409, LAWRENCE AVE E ,, WARDEN AVE ,,01/31/1958,43.7453776,-79.29475,05-06-2015,36985,2352
410, LAWRENCE AVE E ,, BIRCHMOUNT RD ,,02/03/1969,43.7475,-79.28482,12-10-2016,28213,1125
411, LAWRENCE AVE E , 144m EAST OF , CANLISH RD , PRIVATE ACCESS ,07/13/1965,43.74853639,-79.27971885,10-20-2008,18751,861
412, LAWRENCE AVE E ,, KENNEDY RD ,,01/31/1958,43.74954,-79.27493,09-30-2013,33852,2846
413, LAWRENCE AVE E ,, MIDLAND AVE ,,12/11/1961,43.75157,-79.26503,01-09-2017,28584,2163
414, LAWRENCE AVE E ,, BRIMLEY RD ,,06/01/1960,43.75349,-79.255361,01-09-2017,28408,818
415, LAWRENCE AVE E ,, BARRYMORE RD ,,08/11/1961,43.7543,-79.25153,02-02-2012,16451,565
416, LAWRENCE AVE E ,, BELLAMY RD N ,,03/28/1962,43.75773,-79.23525,09-21-2010,27182,1329
417, DANFORTH RD ,, BIRCHMOUNT RD ,,07/16/1969,43.70704,-79.26811,06-10-2016,12128,953
418, DANFORTH RD ,, WARDEN AVE ,,01/31/1958,43.69726,-79.27481,05-06-2015,15485,385
419, LAWRENCE AVE E ,, GREENCEDAR CRCT , GREENBRAE CRCT ,08/13/1964,43.75817,-79.23306,03-30-2011,18245,884
420, LAWRENCE AVE E ,, MARKHAM RD ,,10/04/1959,43.75981,-79.22531,04-12-2014,25775,4798
421, LAWRENCE AVE W ,, DUPLEX AVE , JEDBURGH RD ,01/04/1946,43.7244,-79.4056,08-08-2011,16248,593
422, LAWRENCE AVE W ,, LEDBURY ST ,,12/28/1964,43.72086,-79.42246,06-06-2013,16089,493
423, BATHURST ST ,, LAWRENCE AVE W ,,06/09/1956,43.71929,-79.42976,04-11-2015,22429,3429
424, LAWRENCE AVE W ,, VARNA DR ,,10/30/1978,43.71748,-79.4377,06-10-2013,15584,175
425, LAWRENCE AVE W ,, MARLEE AVE , PRIVATE ACCESS ,12/21/1961,43.7156,-79.4465,06-18-2013,26015,2862
426, DUFFERIN ST ,, LAWRENCE AVE W ,,01/31/1958,43.71407,-79.4547,04-09-2016,29053,2378
427, LAWRENCE AVE W ,, CALEDONIA RD ,,09/08/1957,43.71148,-79.46658,06-24-2013,26171,930
428, KEELE ST ,, LAWRENCE AVE W ,,02/13/1957,43.70871,-79.47805,04-18-2016,28931,6505
429, LAWRENCE AVE W ,, CULFORD RD ,,05/17/1961,43.70639,-79.48767,05-25-2011,21351,1630
430, JANE ST ,, LAWRENCE AVE W ,,01/31/1958,43.70289,-79.50377,03-03-2011,25776,4386
431, WESTON RD ,, LAWRENCE AVE W ,,01/31/1958,43.70014,-79.51624,07-04-2016,15780,4089
432, LAWRENCE AVE W ,, SCARLETT RD ,,01/31/1958,43.69816,-79.52328,12-05-2016,17799,265
433, DIXON RD ,, ROYAL YORK RD , ST PHILLIPS RD ,02/16/1960,43.69986,-79.5342,04-16-2016,18293,403
434, DIXON RD ,, ISLINGTON AVE ,,01/31/1958,43.69708,-79.54672,04-29-2014,31673,1581
435, DIXON RD ,, KIPLING AVE ,,09/18/1959,43.6943,-79.55865,12-13-2014,21477,1693
436, DIXON RD ,, CELESTINE DR ,,06/12/1962,43.69340681,-79.56248134,04-03-2014,14048,241
437, DIXON RD ,, MARTIN GROVE RD ,,07/17/1960,43.6916,-79.57084,06-11-2016,18377,352
438, EGLINTON AVE W ,, ROSTREVOR RD ,,04/19/1977,43.7003,-79.42881,05-21-2013,13794,1025
439, BROADVIEW AVE ,, CHESTER HILL RD ,,08/28/1950,43.68128,-79.35767,02-05-2013,9311,833
440, BROADVIEW AVE ,, MORTIMER AVE , POTTERY RD ,01/31/1958,43.68391,-79.35694,02-28-2017,14845,1027
441, BROADVIEW AVE ,, COSBURN AVE ,,01/31/1958,43.68854,-79.35524,01-30-2013,10153,544
442, O CONNOR DR ,, PAPE AVE ,,01/31/1958,43.69323,-79.35026,04-22-2017,20064,846
443, O CONNOR DR ,, DONLANDS AVE ,,01/31/1958,43.69471,-79.34309,08-30-2010,18634,366
444, O CONNOR DR ,, DON MILLS RD ,,12/12/1958,43.69557,-79.33963,04-20-2016,27109,84
445, O CONNOR DR ,, COXWELL AVE , COXWELL BLVD ,01/31/1958,43.69777,-79.32947,01-17-2018,19888,279
446, O CONNOR DR ,, WOODBINE AVE ,,01/31/1958,43.70015,-79.31905,08-03-2016,30375,136
447, O CONNOR DR ,, ST CLAIR AVE E ,,01/31/1958,43.70539,-79.31285,04-22-2017,25974,684
448, O CONNOR DR ,, BERMONDSEY RD , YARDLEY AVE ,01/31/1958,43.71247,-79.30744,04-25-2016,14156,186
449, O CONNOR DR ,, VICTORIA PARK AVE , EGLINTON SQ ,01/31/1958,43.72338,-79.30207,05-03-2014,27980,1929
450, EGLINTON AVE E ,, EGLINTON SQ ,,01/31/1958,43.72493,-79.30047,05-03-2010,29192,446
451, EGLINTON AVE E ,, VICTORIA PARK AVE ,,01/31/1958,43.72474,-79.30264,03-11-2013,33095,2166
452, EGLINTON AVE E ,, PHARMACY AVE ,,01/31/1958,43.72566,-79.29747,02-27-2012,33335,1396
453, EGLINTON AVE E ,, LESLIE ST ,,11/15/1958,43.71703,-79.3499,05-03-2014,35069,194
454, DON MILLS RD ,, EGLINTON AVE E ,,01/29/1957,43.7205,-79.33888,05-15-2013,45185,2597
455, EGLINTON AVE E ,, BERMONDSEY RD , SLOANE AVE ,06/19/1958,43.72602,-79.31349,02-01-2011,29625,1016
456, EGLINTON AVE E ,, WARDEN AVE ,,11/17/1955,43.72787,-79.28761,05-06-2015,35905,1947
457, EGLINTON AVE E ,, SINNOTT RD ,,11/28/1995,43.72938,-79.2807,04-26-2012,19797,672
458, EGLINTON AVE E ,, BIRCHMOUNT RD ,,10/17/1958,43.72999,-79.27784,09-13-2010,39450,3069
459, EGLINTON AVE E ,, IONVIEW RD , PRIVATE ACCESS ,06/14/1964,43.73148,-79.2712,04-03-2012,18929,585
460, EGLINTON AVE E ,, KENNEDY RD ,,11/24/1955,43.73224,-79.26797,06-10-2013,29069,1957
461, EGLINTON AVE E ,, MIDLAND AVE ,,07/21/1958,43.73455,-79.2581,03-28-2012,30334,2723
462, EGLINTON AVE E ,, BRIMLEY RD ,,01/31/1958,43.73672,-79.24806,03-29-2012,27971,2174
463, EGLINTON AVE E ,, MARKHAM RD ,,01/31/1958,43.74322,-79.21893,10-22-2014,18188,4335
464, EGLINTON AVE W ,, HARVIE AVE , RONALD AVE ,07/21/1964,43.69414,-79.45725,11-12-2012,11503,588
465, EGLINTON AVE W ,, CALEDONIA RD ,,01/31/1958,43.69302,-79.46219,10-15-2012,18790,1678
466, EGLINTON AVE W ,, RICHARDSON AVE ,,10/14/1964,43.69097,-79.47149,10-29-2012,14227,912
467, EGLINTON AVE W ,, KEELE ST , TRETHEWEY DR ,01/31/1958,43.69017,-79.47501,04-18-2016,23992,4103
468, EGLINTON AVE W ,, WESTON RD ,,01/31/1958,43.68698,-79.48951,03-01-2012,22533,2203
469, TRETHEWEY DR ,, YORE RD ,,01/31/1958,43.69084,-79.47539,04-18-2016,15879,203
470, ST CLAIR AVE E ,, SELWYN AVE , GLEN EDEN CRES ,09/07/1959,43.70694,-79.30583,05-11-2016,13632,1170
471, ST CLAIR AVE E ,, VICTORIA PARK AVE ,,11/15/1958,43.7087726,-79.2959584,04-22-2017,28021,2634
472, PHARMACY AVE ,, ST CLAIR AVE E ,,01/31/1958,43.70987,-79.29093,04-22-2017,24239,414
473, WARDEN AVE ,, ST CLAIR AVE E ,,01/31/1958,43.71204,-79.28099,04-22-2017,27581,741
474, ST CLAIR AVE E ,, BIRCHMOUNT RD ,,01/31/1958,43.71414,-79.2711,04-22-2017,22253,1019
